Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color,Distribuidor
Mazda,2,1.5 Diesel Luxury,11599,Diésel,2018-01-01,83579.0,105,5,Manual,Blanco,Autohero.com
Skoda,Yeti,1.2 TSI Black Outdoor,14199,Gasolina,2017-01-01,83680.0,110,5,Manual,Plata,Autohero.com
Nissan,Note,1.5 dCi Acenta,8599,Diésel,2014-01-01,83712.0,90,5,Manual,Negro,Autohero.com
Citroen,Berlingo,1.5 Blue-HDi Feel XL,20699,Diésel,2019-01-01,84320.0,102,5,Manual,Blanco,Autohero.com
Volkswagen,Polo,1.2 TSI Sport BlueMotion,14299,Gasolina,2016-01-01,84471.0,110,5,Doble embrague,Rojo,Autohero.com
BMW,X2,sDrive 18i,26799,Gasolina,2019-01-01,85244.0,140,5,Automático,Plata,Autohero.com
Peugeot,Partner,1.6 Blue-HDi Outdoor,14899,Diésel,2016-01-01,85416.0,100,5,Manual,Gris,Autohero.com
Citroen,C4 Grand Picasso,1.6 VTi Seduction,8799,Gasolina,2012-01-01,85679.0,120,3,Manual,Blanco,Autohero.com
Citroen,C3 Aircross,1.6 Blue-HDi Shine,14399,Diésel,2017-01-01,85763.0,120,5,Manual,Gris,Autohero.com
Opel,Corsa,1.4 Selective,7799,Gasolina,2014-01-01,85880.0,100,5,Manual,Negro,Autohero.com
Renault,Clio,1.5 dCi Energy Technofeel,8999,Diésel,2015-01-01,86902.0,90,5,Manual,Gris,Autohero.com
Toyota,Auris,1.8 Hybrid Active,14299,Híbrido,2017-01-01,87014.0,100,5,Automático,Negro,Autohero.com
Volkswagen,T-Roc,1.0 TSI Advance,19499,Gasolina,2019-01-01,87857.0,115,5,Manual,Negro,Autohero.com
Citroen,C4 Grand Picasso,1.6 VTi Business,7999,Gasolina,2011-01-01,87942.0,120,5,Manual,Blanco,Autohero.com
Volkswagen,T6 Multivan,2.0 TDI Outdoor,35599,Diésel,2016-01-01,88461.0,150,5,Manual,Blanco,Autohero.com
Ssangyong,Tivoli,1.6 Turbodiesel Limited 4x2,13499,Diésel,2017-01-01,88491.0,115,5,Manual,Negro,Autohero.com
BMW,Serie 1,118d M Sport,18499,Diésel,2017-01-01,88532.0,150,3,Manual,Rojo,Autohero.com
Jaguar,F-Pace,20d Pure AWD,22799,Diésel,2016-01-01,88703.0,180,5,Semi-automático,Gris,Autohero.com
Peugeot,5008,1.5 Blue-HDi Allure,22399,Diésel,2019-01-01,89212.0,130,5,Manual,Blanco,Autohero.com
Peugeot,2008,1.2 e-VTi Active,10999,Gasolina,2014-01-01,89649.0,82,5,Automático,Blanco,Autohero.com
Dacia,Dokker,1.5 Blue dCi SL Nomada,14999,Diésel,2019-01-01,90214.0,95,5,Manual,Negro,Autohero.com
Citroen,C 3,1.2 VTi Live Edition,8499,Gasolina,2016-01-01,90533.0,82,5,Manual,Rojo,Autohero.com
Renault,Captur,0.9 Energy Zen,11599,Gasolina,2016-01-01,90572.0,90,5,Manual,Blanco,Autohero.com
Renault,Megane,1.2 Limited,9599,Gasolina,2014-01-01,91552.0,115,5,Manual,Blanco,Autohero.com
Ford,Transit Connect,1.5 EcoBlue TDCi Kombi Trend lang,19499,Diésel,2018-01-01,91557.0,120,5,Manual,Azul,Autohero.com
Hyundai,i10,1.0 Go,8499,Gasolina,2016-01-01,91901.0,67,5,Manual,Blanco,Autohero.com
BMW,Serie 1,120d M Sport,18799,Diésel,2016-01-01,91938.0,190,5,Manual,Blanco,Autohero.com
Dacia,Sandero II,1.5 dCi Stepway,9999,Diésel,2016-01-01,92018.0,90,5,Manual,Rojo,Autohero.com
Opel,Insignia,1.6 CDTI Excellence,14799,Diésel,2017-01-01,92588.0,135,5,Manual,Gris,Autohero.com
Mazda,3,1.6 CD Diesel Style,7999,Diésel,2013-01-01,92657.0,115,5,Manual,Marrón,Autohero.com
Hyundai,Kona,1.0 TGDI Classic 2WD,14299,Gasolina,2018-01-01,92737.0,120,5,Manual,Blanco,Autohero.com
Smart,ForFour,0.9 Turbo Basis passion,10699,Gasolina,2016-01-01,92889.0,90,5,Doble embrague,Blanco,Autohero.com
MINI,Clubman,Cooper SD,21699,Diésel,2018-01-01,93446.0,190,5,Automático,Gris,Autohero.com
Citroen,C4 Grand Picasso,1.2 e-THP Attraction,12899,Gasolina,2016-01-01,93521.0,130,5,Manual,Blanco,Autohero.com
Citroen,C 3,1.6 Blue-HDi Shine,11899,Diésel,2017-01-01,93536.0,100,5,Manual,Blanco,Autohero.com
Citroen,C4 Cactus,1.2 VTi Feel,9999,Gasolina,2016-01-01,93718.0,82,5,Manual,Azul,Autohero.com
Citroen,C4 Cactus,1.2 e-THP Feel,12599,Gasolina,2018-01-01,93868.0,110,5,Manual,Rojo,Autohero.com
Hyundai,i20,1.2 Go! Navi,9499,Gasolina,2016-01-01,94657.0,85,5,Manual,Blanco,Autohero.com
Ford,Tourneo Connect,1.8 TDCi Trend kurz,8499,Diésel,2011-01-01,94725.0,110,5,Manual,Plata,Autohero.com
Volkswagen,Scirocco,1.4 TSI,12299,Gasolina,2012-01-01,94836.0,122,3,Manual,Azul,Autohero.com
Volkswagen,Scirocco,1.4 TSI,12299,Gasolina,2012-01-01,94836.0,122,5,Manual,Azul,Autohero.com
Lexus,NX-Serie,NX 300h,23099,Híbrido,2015-01-01,94900.0,155,5,Automático,Gris,Autohero.com
Volkswagen,Golf VII,1.2 TSI Edition BlueMotion Tech.,13299,Gasolina,2016-01-01,95126.0,110,5,Manual,Blanco,Autohero.com
Honda,CR-V,1.6 DTEC Executive 4WD,19999,Diésel,2016-01-01,96804.0,160,5,Automático,Rojo,Autohero.com
Ford,Ka+,1.2 Ti-VCT Basis,8399,Gasolina,2016-01-01,96952.0,70,5,Manual,Blanco,Autohero.com
Kia,Sportage,2.0 CRDi GT Line 2WD,19199,Diésel,2016-01-01,97631.0,135,5,Manual,Blanco,Autohero.com
Hyundai,Elantra,1.6 CRDi Klass,11999,Diésel,2016-01-01,97678.0,135,5,Manual,Blanco,Autohero.com
Chevrolet,Cruze,2.0 Diesel LT,6999,Diésel,2011-01-01,97706.0,163,5,Automático,Blanco,Autohero.com
Mercedes-Benz,Clase A,A 180 CDI BlueEfficiency Urban,18499,Diésel,2016-01-01,98020.0,110,5,Automático,Blanco,Autohero.com
Nissan,Juke,1.6 Acenta,9499,Gasolina,2012-01-01,98297.0,117,5,Manual,Blanco,Autohero.com
Skoda,Fabia,1.2 Basis,6599,Gasolina,2011-01-01,98433.0,60,5,Manual,Azul,Autohero.com
Seat,León,1.6 TDI Style Ecomotive,12199,Diésel,2015-01-01,98544.0,110,5,Manual,Blanco,Autohero.com
Ford,Focus,1.6 TDCi Trend,7799,Diésel,2011-01-01,99040.0,95,5,Manual,Gris,Autohero.com
Seat,Altea,1.6 TDI I-Tech Ecomotive,9699,Diésel,2014-01-01,99216.0,105,5,Manual,Blanco,Autohero.com
Citroen,C4 Grand Picasso,1.6 VTi Business,7899,Gasolina,2012-01-01,99774.0,120,5,Manual,Plata,Autohero.com
Mazda,CX 5,2.0 Black Tech Ed.,17999,Gasolina,2017-01-01,100319.0,165,5,Manual,Negro,Autohero.com
Peugeot,2008,1.2 e-THP Allure,12999,Gasolina,2018-01-01,100536.0,110,5,Automático,Rojo,Autohero.com
Audi,A7,3.0 V6 TDI quattro,23999,Diésel,2014-01-01,101809.0,245,5,Doble embrague,Negro,Autohero.com
Citroen,C4 Cactus,1.6 Blue-HDi Feel,10999,Diésel,2016-01-01,101811.0,100,5,Manual,Amarillo,Autohero.com
Volkswagen,Golf VII,1.0 TSI Ready2Go,13899,Gasolina,2017-01-01,102009.0,110,5,Manual,Blanco,Autohero.com
Peugeot,208,1.4 HDi Style,7999,Diésel,2014-01-01,102167.0,68,5,Manual,Azul,Autohero.com
Citroen,C3 Aircross,1.2 e-THP Feel,12799,Gasolina,2019-01-01,102352.0,110,3,Manual,Gris,Autohero.com
BMW,Serie 3,318d,13199,Diésel,2012-01-01,102407.0,143,5,Automático,Blanco,Autohero.com
Volkswagen,Polo,1.6 TDI Advance,9099,Diésel,2013-01-01,102539.0,90,5,Manual,Blanco,Autohero.com
BMW,Serie 1,116d,12999,Diésel,2013-01-01,102539.0,115,3,Manual,Blanco,Autohero.com
Mercedes-Benz,Clase A,A 200 CDI Urban,18799,Diésel,2019-01-01,102948.0,135,5,Doble embrague,Gris,Autohero.com
Nissan,Juke,1.5 Turbodiesel Tekna,11599,Diésel,2014-01-01,103595.0,110,5,Manual,Blanco,Autohero.com
Dacia,Duster,1.5 dCi Ambiance 4x2,11399,Diésel,2017-01-01,103605.0,110,5,Manual,Blanco,Autohero.com
Mercedes-Benz,Viano,2.2 CDI lang Ambiente,25999,Diésel,2013-01-01,104469.0,163,5,Automático,Negro,Autohero.com
Volkswagen,Golf VII,1.4 TSI Advance,15199,Gasolina,2017-01-01,104697.0,125,5,Manual,Blanco,Autohero.com
Renault,Scenic,1.5 dCi Dynamique,9299,Diésel,2012-01-01,105350.0,110,5,Doble embrague,Blanco,Autohero.com
Ford,Focus,1.0 EcoBoost Edition,8199,Gasolina,2012-01-01,106619.0,125,5,Manual,Negro,Autohero.com
Opel,Corsa,1.4 Selective,8999,Gasolina,2017-01-01,107332.0,90,5,Manual,Negro,Autohero.com
Citroen,Berlingo,1.5 Blue-HDi Feel M,19999,Diésel,2020-01-01,107844.0,102,5,Manual,Gris,Autohero.com
Mercedes-Benz,Clase CLA,CLA 200 d Urban,22499,Diésel,2018-01-01,108171.0,135,5,Doble embrague,Blanco,Autohero.com
Citroen,C4 Grand Picasso,2.0 Blue-HDi Shine,18199,Diésel,2018-01-01,108304.0,150,5,Automático,Gris,Autohero.com
Peugeot,Expert,2.0 Blue-HDi Active L2,27999,Diésel,2018-01-01,108673.0,150,5,Manual,Gris,Autohero.com
Nissan,Qashqai,1.6 dCi Visia 4x4,15999,Diésel,2017-01-01,108687.0,130,5,Manual,Blanco,Autohero.com
Nissan,Pulsar,1.5 Turbodiesel Acenta,11099,Diésel,2017-01-01,108935.0,110,5,Manual,Gris,Autohero.com
Citroen,C4,1.6 HDi Exclusive,8599,Diésel,2011-01-01,108939.0,110,5,Semi-automático,Azul,Autohero.com
Peugeot,508,1.6 Turbo Allure,8499,Gasolina,2011-01-01,109111.0,155,5,Manual,Negro,Autohero.com
Seat,Altea,1.6 TDI Reference Copa Ecomotive,8999,Diésel,2013-01-01,109729.0,105,5,Manual,Negro,Autohero.com
Honda,Jazz,1.3 Hybrid Elegance,9599,Híbrido,2011-01-01,109843.0,88,5,Automático,Azul,Autohero.com
Ford,Grand Tourneo Connect,1.5 TDCi Titanium,17699,Diésel,2017-01-01,110633.0,120,5,Manual,Blanco,Autohero.com
Volkswagen,Passat,1.6 TDI Edition BlueMotion,11899,Diésel,2014-01-01,111310.0,105,5,Manual,Blanco,Autohero.com
Citroen,C3 Aircross,1.2 e-THP Feel,12799,Gasolina,2019-01-01,102352.0,110,5,Manual,Gris,Autohero.com
BMW,X3,sDrive 18d,18499,Diésel,2014-01-01,112350.0,150,5,Manual,Azul,Autohero.com
Opel,Insignia,2.0 CDTI Cosmo,7999,Diésel,2011-01-01,113235.0,130,5,Manual,Negro,Autohero.com
Volkswagen,Polo,1.6 TDI Sport by R-Line,10799,Diésel,2013-01-01,113985.0,90,5,Manual,Blanco,Autohero.com
Dacia,Duster,1.2 TCe Laureate 4x2,9399,Gasolina,2016-01-01,114899.0,125,5,Manual,Blanco,Autohero.com
Volkswagen,Tiguan,2.0 TDI Sport 4Motion BlueMotion,27599,Diésel,2017-01-01,115074.0,190,5,Doble embrague,Gris,Autohero.com
Nissan,Qashqai,1.6 dCi Visia 4x4,12899,Diésel,2014-01-01,115228.0,130,5,Manual,Blanco,Autohero.com
Dacia,Sandero II,1.5 dCi Laureate,7999,Diésel,2015-01-01,115779.0,90,3,Manual,Negro,Autohero.com
Renault,Megane,1.2 Limited,8699,Gasolina,2014-01-01,116198.0,115,5,Manual,Blanco,Autohero.com
Peugeot,308,1.6 Active,7099,Gasolina,2012-01-01,116491.0,120,5,Manual,Blanco,Autohero.com
Audi,Q5,2.0 TDI Advance quattro,20999,Diésel,2014-01-01,117575.0,177,5,Doble embrague,Gris,Autohero.com
Peugeot,308,1.2 e-THP Style,10699,Gasolina,2016-01-01,118212.0,110,5,Manual,Blanco,Autohero.com
Fiat,Freemont,2.0 Multijet Urban,10699,Diésel,2011-01-01,118792.0,140,5,Manual,Negro,Autohero.com
Kia,Sportage,1.7 CRDi Drive 2WD,17199,Diésel,2017-01-01,119884.0,115,5,Manual,Blanco,Autohero.com
Volkswagen,Tiguan,2.0 TDI T1 BlueMotion,16699,Diésel,2015-01-01,120453.0,150,5,Manual,Blanco,Autohero.com
MINI,MINI,Cooper S,11599,Gasolina,2011-01-01,121006.0,185,3,Automático,Gris,Autohero.com
Seat,Ibiza,1.6 TDI Style,7099,Diésel,2012-01-01,121814.0,105,5,Manual,Gris,Autohero.com
BMW,Serie 1,116d M Sport,14999,Diésel,2015-01-01,122971.0,115,5,Manual,Blanco,Autohero.com
Citroen,C4 Picasso,1.6 Blue-HDi Live,11799,Diésel,2017-01-01,124010.0,120,5,Manual,Negro,Autohero.com
Citroen,C4 Cactus,1.2 VTi Feel,9299,Gasolina,2015-01-01,124033.0,82,5,Manual,Blanco,Autohero.com
Audi,A1,1.2 TFSI Attraction,10499,Gasolina,2013-01-01,124166.0,85,3,Manual,Blanco,Autohero.com
Peugeot,2008,1.6 Blue-HDi Allure,12199,Diésel,2016-01-01,124942.0,120,5,Manual,Blanco,Autohero.com
Suzuki,SX4,2.0 DDiS GLX,7099,Diésel,2013-01-01,124969.0,135,5,Manual,Gris,Autohero.com
MG,ZS,1.5 VTi Luxury,18499,Gasolina,2022-01-01,2487.0,106,5,Manual,Negro,Autohero.com
Fiat,500,1.2 Lounge,15099,Gasolina,2020-01-01,3198.0,70,3,Automático,Blanco,Autohero.com
Peugeot,2008,GT PureTech SS EAT8,24699,Gasolina,2021-01-01,3558.0,131,5,Automático,Naranja,Autohero.com
Hyundai,Tucson,1.6 T-GDI Hybrid Maxx Auto,34099,Híbrido,2022-01-01,4194.0,180,5,Automático,Gris,Autohero.com
Land,Rover Evoque,D150 S Mild-Hybrid,36399,Diésel,2019-01-01,4366.0,150,5,Automático,Gris,Autohero.com
Hyundai,i20,1.0 TGDI SLX,15299,Gasolina,2022-01-01,6025.0,101,5,Manual,Verde,Autohero.com
Volkswagen,Polo,1.0 TSI United,15499,Gasolina,2021-01-01,6108.0,95,5,Manual,Blanco,Autohero.com
Skoda,Kamiq,1.0 TSI Emotion ,17499,Gasolina,2022-01-01,6887.0,95,5,Manual,Azul,Autohero.com
Dacia,Sandero II,1.0 TCe Comfort,10799,Gasolina,2020-01-01,7811.0,101,5,Manual,Azul,Autohero.com
Skoda,Fabia,1.2 TSI Ambition,11799,Gasolina,2016-01-01,8082.0,90,5,Manual,Blanco,Autohero.com
Peugeot,2008,1.2 PureTech Style,14299,Gasolina,2018-01-01,8633.0,82,5,Manual,Gris,Autohero.com
Peugeot,3008,1.5 Blue-HDi GT Line,26399,Diésel,2021-01-01,8670.0,130,5,Manual,Rojo,Autohero.com
Dacia,Sandero III,1.0 TCe Stepway Essential,14599,Gasolina,2021-01-01,8802.0,91,5,Manual,Rojo,Autohero.com
Dacia,Duster,1.2 TCe Black Shadow 4x2,13699,Gasolina,2017-01-01,10575.0,125,5,Manual,Blanco,Autohero.com
Fiat,500,1.0 Lounge,11999,Híbrido,2020-01-01,10915.0,70,3,Manual,Blanco,Autohero.com
Toyota,C-HR,1.8 Hybrid Active,25299,Híbrido,2021-01-01,11475.0,122,5,Automático,Negro,Autohero.com
Toyota,C-HR,2.0 Hybrid GR Sport,28099,Híbrido,2022-01-01,12774.0,184,5,Automático,Blanco,Autohero.com
Seat,Arona,1.0 TSI Ecomotive Style,14299,Gasolina,2018-01-01,13121.0,95,5,Manual,Blanco,Autohero.com
Peugeot,108,1.0 VTi Allure,9799,Gasolina,2020-01-01,14237.0,72,5,Manual,Rojo,Autohero.com
Dacia,Sandero II,0.9 TCe SL Nomada 2018,11499,Gasolina,2018-01-01,14384.0,90,5,Manual,Blanco,Autohero.com
Peugeot,2008,1.2 PureTech Style,14299,Gasolina,2017-01-01,14441.0,110,5,Manual,Gris,Autohero.com
Kia,Picanto,1.0 CVVT Concept,8899,Gasolina,2018-01-01,14677.0,67,5,Manual,Gris,Autohero.com
Hyundai,i20,1.0 TGDI Tecno LE,14799,Gasolina,2019-01-01,15027.0,101,5,Automático,Blanco,Autohero.com
Volkswagen,up!,1.0 High up!,7699,Gasolina,2014-01-01,15117.0,75,5,Manual,Rojo,Autohero.com
Fiat,Punto,1.2 Nueva Coleccion,8499,Gasolina,2018-01-01,15253.0,70,5,Manual,Blanco,Autohero.com
Kia,Sportage,1.6 GDI Concept 2WD,18199,Gasolina,2020-01-01,15675.0,132,5,Manual,Gris,Autohero.com
Fiat,500L,1.3 M-Jet Pop Star,13999,Diésel,2017-01-01,16107.0,95,5,Automático,Rojo,Autohero.com
Hyundai,i20,1.0 TGDI SLX,15299,Gasolina,2022-01-01,6025.0,101,3,Manual,Verde,Autohero.com
Nissan,Micra,1.2 Acenta,7999,Gasolina,2014-01-01,16511.0,80,5,Manual,Blanco,Autohero.com
Dacia,Sandero II,0.9 TCe SL Xplore,11199,Gasolina,2019-01-01,16908.0,90,5,Manual,Azul,Autohero.com
Suzuki,Jimny,1.5 JX,26499,Gasolina,2020-01-01,17527.0,102,3,Manual,Verde,Autohero.com
Opel,Mokka,1.2 Turbo GS Line,23799,Gasolina,2021-01-01,17574.0,131,5,Automático,Blanco,Autohero.com
Opel,Adam,1.4 Glam Unlimited,10799,Gasolina,2019-01-01,18280.0,87,3,Manual,Negro,Autohero.com
Kia,Picanto,1.0 Concept,8599,Gasolina,2016-01-01,18387.0,65,5,Manual,Blanco,Autohero.com
Toyota,AYGO,1.0 X-Wave,10299,Gasolina,2019-01-01,18427.0,72,5,Manual,Negro,Autohero.com
Hyundai,i20,1.2 Fresh,10799,Gasolina,2017-01-01,18640.0,85,5,Manual,Blanco,Autohero.com
Hyundai,i30,1.5 Hybrid N Line,20499,Híbrido,2021-01-01,18750.0,159,5,Manual,Rojo,Autohero.com
Volkswagen,Polo,1.6 TDI Advance,10999,Diésel,2014-01-01,18790.0,90,3,Manual,Gris,Autohero.com
Dacia,Sandero,0.9 TCe  Stepway Essential,11299,Gasolina,2018-01-01,19456.0,90,5,Manual,Blanco,Autohero.com
Smart,ForTwo,0.9 Turbo Coupe Passion ,12199,Gasolina,2018-01-01,19508.0,90,3,Automático,Blanco,Autohero.com
Peugeot,2008,1.2 PureTech GT EAT8,25599,Gasolina,2021-01-01,19587.0,131,5,Automático,Blanco,Autohero.com
Dacia,Sandero II,0.9 TCe Stepway Comfort,11699,Gasolina,2019-01-01,19812.0,90,5,Manual,Blanco,Autohero.com
Nissan,Qashqai,1.3 DIG-T N-Connecta,18899,Gasolina,2019-01-01,20647.0,140,5,Manual,Gris,Autohero.com
Hyundai,i30,1.0 TGDI Essence,17399,Gasolina,2021-01-01,21012.0,120,5,Manual,Blanco,Autohero.com
Toyota,Yaris,1.5 Hybrid Active,13999,Híbrido,2018-01-01,21111.0,75,5,Automático,Rojo,Autohero.com
Citroen,C4 Grand Spacetourer,1.2 PureTech Feel,19499,Gasolina,2019-01-01,21381.0,130,5,Manual,Negro,Autohero.com
Dacia,Lodgy,1.6 SCe SL Nomada,15199,Gasolina,2018-01-01,21489.0,102,5,Manual,Blanco,Autohero.com
Ford,Tourneo,1.0 EcoBoost Ambiente,14299,Gasolina,2019-01-01,21679.0,100,5,Manual,Rojo,Autohero.com
Volkswagen,Polo,1.2 TSI Advance BlueMotion,13099,Gasolina,2017-01-01,21825.0,90,5,Manual,Gris,Autohero.com
Ford,Focus,1.0 EcoBoost Trend Edition,15999,Gasolina,2019-01-01,22001.0,125,5,Manual,Blanco,Autohero.com
Toyota,AYGO,1.0 X-Play,9799,Gasolina,2018-01-01,22378.0,70,3,Manual,Plata,Autohero.com
Toyota,AYGO,1.0 X-Play,10899,Gasolina,2021-01-01,23215.0,72,5,Manual,Gris,Autohero.com
Mitsubishi,ASX,2.0 MPI Spirit,18899,Gasolina,2019-01-01,23284.0,150,5,Manual,Gris,Autohero.com
Jeep,Compass,1.3 Gse Sport FWD,21099,Gasolina,2021-01-01,24181.0,131,5,Manual,Blanco,Autohero.com
Citroen,Berlingo,1.2 PureTech Feel M,20299,Gasolina,2019-01-01,24301.0,110,5,Manual,Azul,Autohero.com
Fiat,500,1.2 Lounge,12299,Gasolina,2019-01-01,24324.0,70,3,Automático,Azul,Autohero.com
Toyota,AYGO,1.0 Live,6999,Gasolina,2014-01-01,24369.0,68,5,Manual,Rojo,Autohero.com
Skoda,Octavia,1.4 TSI Ambition,16699,Gasolina,2018-01-01,24417.0,150,5,Manual,Gris,Autohero.com
Fiat,500,1.2 Pop,8799,Gasolina,2017-01-01,24670.0,70,3,Manual,Blanco,Autohero.com
Ford,Fiesta,1.0 EcoBoost ST-Line,14199,Gasolina,2020-01-01,24935.0,95,5,Manual,Azul,Autohero.com
Citroen,Berlingo,Talla M BlueHDi Shine ,20799,Diésel,2020-01-01,25244.0,102,5,Manual,Gris,Autohero.com
DS,Automobiles DS7 Crossback,1.2 PureTech Performance,27899,Gasolina,2020-01-01,26743.0,131,5,Automático,Gris,Autohero.com
Citroen,C 3,1.6 Blue-HDi Shine,12199,Diésel,2018-01-01,26952.0,100,5,Manual,Rojo,Autohero.com
Citroen,Berlingo,1.2 PureTech Feel Talla M,21099,Gasolina,2019-01-01,27601.0,110,5,Manual,Negro,Autohero.com
Citroen,Berlingo,1.5 Blue-HDi Shine M,21699,Diésel,2019-01-01,27646.0,131,5,Manual,Gris,Autohero.com
Audi,A1,30 TFSI S Line,18599,Gasolina,2018-01-01,27975.0,116,3,Manual,Gris,Autohero.com
Hyundai,Tucson,1.6 CRDi NLine 4X2,23099,Diésel,2021-01-01,28063.0,116,5,Manual,Rojo,Autohero.com
Hyundai,Kona,1.0 TGDI Klass 2WD,15999,Gasolina,2019-01-01,28136.0,120,5,Manual,Naranja,Autohero.com
MINI,Cabrio,Cooper S,24499,Gasolina,2018-01-01,28214.0,192,3,Automático,Negro,Autohero.com
Citroen,C3 Aircross,1.2 PureTech Feel,12799,Gasolina,2018-01-01,28314.0,82,5,Manual,Rojo,Autohero.com
Toyota,AYGO,1.0 X-Cite,9699,Gasolina,2018-01-01,28423.0,70,5,Manual,Gris,Autohero.com
Opel,Insignia,1.4 Turbo Selective,12599,Gasolina,2017-01-01,28485.0,140,5,Manual,Azul,Autohero.com
Kia,Rio,1.2 X-Tech,10399,Gasolina,2016-01-01,28972.0,85,5,Manual,Blanco,Autohero.com
Toyota,AYGO,1.0 X-Play,9799,Gasolina,2018-01-01,22378.0,70,5,Manual,Plata,Autohero.com
Citroen,Berlingo,1.5 Blue-HDi Shine M,21699,Diésel,2019-01-01,27646.0,131,3,Manual,Gris,Autohero.com
Audi,A1,30 TFSI S Line,18599,Gasolina,2018-01-01,27975.0,116,5,Manual,Gris,Autohero.com
Audi,A1,1.6 TDI Ambition,12199,Diésel,2014-01-01,29178.0,105,3,Manual,Negro,Autohero.com
Seat,Alhambra,1.4 TSI Xcellence,32799,Gasolina,2021-01-01,29357.0,150,5,Automático,Negro,Autohero.com
Hyundai,i20,1.2 Essence,11299,Gasolina,2019-01-01,29713.0,75,5,Manual,Azul,Autohero.com
Hyundai,Kona,1.0 TGDI Essence 4x2,15999,Gasolina,2019-01-01,29979.0,120,5,Manual,Gris,Autohero.com
Seat,Ateca,1.5 TSI  Style,23999,Gasolina,2021-01-01,31583.0,150,5,Automático,Gris,Autohero.com
Honda,CR-V,2.0 i-MMD Hybrid Elegance 2WD,27499,Híbrido,2019-01-01,31851.0,184,5,Automático,Azul,Autohero.com
Toyota,C-HR,1.8 Hybrid Advance,20699,Híbrido,2018-01-01,32404.0,122,5,Automático,Gris,Autohero.com
Seat,Ibiza,1.2 TSI Reference,10099,Gasolina,2016-01-01,32471.0,90,5,Manual,Blanco,Autohero.com
Kia,Sportage,1.6 GDI Concept,17399,Gasolina,2019-01-01,32821.0,132,5,Manual,Blanco,Autohero.com
Ford,Focus,1.0 EcoBoost ST-Line,19099,Gasolina,2019-01-01,33267.0,125,5,Automático,Gris,Autohero.com
Citroen,C 3,1.5 Blue-HDi Feel,13699,Diésel,2020-01-01,33339.0,102,5,Manual,Blanco,Autohero.com
Dacia,Sandero II,0.9 TCe Serie Limitada Aniversario ,12899,Gasolina,2020-01-01,33498.0,90,5,Manual,Azul,Autohero.com
Citroen,C 3,1.2 PureTech Tonic,8399,Gasolina,2015-01-01,33564.0,82,5,Manual,Plata,Autohero.com
Kia,Stonic,1.2 Concept,14399,Gasolina,2019-01-01,33643.0,85,5,Manual,Rojo,Autohero.com
Opel,Corsa,1.4 Selective,10399,Gasolina,2018-01-01,33940.0,90,5,Manual,Azul,Autohero.com
Kia,Picanto,1.0 Concept,9999,Gasolina,2019-01-01,34243.0,67,5,Manual,Blanco,Autohero.com
Citroen,C4,1.6 Blue-HDi Feel Edition,10999,Diésel,2015-01-01,34329.0,100,5,Manual,Negro,Autohero.com
Land,Rover Evoque,D180 SE,36299,Híbrido,2020-01-01,34647.0,179,5,Automático,Gris,Autohero.com
Peugeot,5008,1.5 Blue-HDi GT Line,25399,Diésel,2019-01-01,35603.0,130,5,Manual,Gris,Autohero.com
Dacia,Duster II,1.3 TCe Prestige,15099,Gasolina,2019-01-01,35713.0,131,5,Manual,Gris,Autohero.com
Renault,Clio,0.9 Energy Zen,11299,Gasolina,2018-01-01,35756.0,90,5,Manual,Rojo,Autohero.com
Mercedes-Benz,Clase CLA,CLA 200 d,23599,Diésel,2017-01-01,35837.0,135,3,Manual,Blanco,Autohero.com
Volkswagen,up!,1.0 High up! BlueMotion,8999,Gasolina,2017-01-01,36605.0,60,5,Manual,Blanco,Autohero.com
Peugeot,208,1.2 PureTech Active,9399,Gasolina,2015-01-01,36620.0,82,5,Manual,Gris,Autohero.com
Hyundai,Tucson,1.6 Essence,20599,Gasolina,2020-01-01,36795.0,132,5,Manual,Gris,Autohero.com
Nissan,Qashqai,1.5 dCi N-Tec,20599,Diésel,2020-01-01,36970.0,116,5,Manual,Gris,Autohero.com
Peugeot,208,1.2 PureTech Style,9299,Gasolina,2016-01-01,36974.0,82,5,Manual,Gris,Autohero.com
Opel,Astra,1.4 Selective,14899,Gasolina,2019-01-01,37573.0,125,5,Manual,Azul,Autohero.com
Opel,Corsa,1.3 Expression,6899,Diésel,2012-01-01,37647.0,75,5,Manual,Gris,Autohero.com
Suzuki,Vitara,1.4 BoosterJet TURBO S 4x4,17199,Gasolina,2018-01-01,37707.0,140,5,Automático,Gris,Autohero.com
MINI,MINI,Cooper,17899,Gasolina,2019-01-01,38367.0,135,5,Manual,Beige,Autohero.com
Toyota,Yaris,1.5 Hybrid Active,14599,Híbrido,2019-01-01,38420.0,75,5,Automático,Blanco,Autohero.com
Seat,Ibiza,1.0 Style,11299,Gasolina,2018-01-01,38571.0,75,5,Manual,Gris,Autohero.com
Seat,Mii,1.0 Chic,7499,Gasolina,2016-01-01,38587.0,75,5,Manual,Negro,Autohero.com
Kia,Rio,1.2 Concept,11599,Gasolina,2020-01-01,39783.0,85,5,Manual,Blanco,Autohero.com
Volkswagen,Golf VII,1.6 TDI Sport BMT,14599,Diésel,2015-01-01,39906.0,110,5,Automático,Plata,Autohero.com
Opel,Adam,1.4 XEL Jam,8099,Gasolina,2014-01-01,40245.0,87,3,Manual,Amarillo,Autohero.com
